batting_team,bowling_team,venue,current_score,is_powerplay,balls_left,wickets_left,current_run_rate,Top_Order,Middle_Order,Lower_Order,Tail,last_five,Death_Overs,final_score
India,Sri Lanka,Pallekele,64,0,69,9,7.52941176470588,1,0,0,0,36,0,155
South Africa,Australia,Sydney,40,1,89,10,7.74193548387097,1,0,0,0,40,0,145
Australia,India,Melbourne,129,0,5,2,6.7304347826087,0,0,0,1,33,1,131
New Zealand,India,Johannesburg,102,0,38,5,7.46341463414634,0,0,1,0,33,0,190
Sri Lanka,Pakistan,Abu Dhabi,108,0,39,7,8,0,1,0,0,26,0,141
India,New Zealand,Wellington,92,0,46,7,7.45945945945946,0,1,0,0,35,0,149
England,Australia,Cape Town,51,0,67,7,5.77358490566038,0,1,0,0,24,0,135
Pakistan,New Zealand,Mount Maunganui,108,0,35,7,7.62352941176471,0,1,0,0,42,0,181
Bangladesh,West Indies,Lauderhill,119,0,40,6,8.925,0,0,1,0,35,0,184
Australia,India,Chandigarh,66,0,76,9,9,1,0,0,0,36,0,160
Afghanistan,West Indies,St Kitts,45,0,61,6,4.57627118644068,0,0,1,0,19,0,110
Pakistan,England,Manchester,65,0,73,10,8.29787234042553,1,0,0,0,41,0,195
Pakistan,New Zealand,Auckland,111,0,14,2,6.28301886792453,0,0,0,1,26,1,143
South Africa,New Zealand,Johannesburg,129,0,7,1,6.84955752212389,0,0,0,1,23,1,133
Pakistan,Sri Lanka,Lahore,108,0,30,8,7.2,0,1,0,0,37,0,180
India,Bangladesh,Colombo,84,0,49,9,7.09859154929578,1,0,0,0,30,0,176
England,South Africa,Johannesburg,158,0,25,7,9.97894736842105,0,1,0,0,62,1,202
England,West Indies,Kolkata,44,0,76,7,6,0,1,0,0,35,0,155
New Zealand,West Indies,Auckland,66,0,67,8,7.47169811320755,0,1,0,0,28,0,189
Sri Lanka,England,St Lucia,59,0,56,6,5.53125,0,0,1,0,23,0,128
Sri Lanka,Australia,Pallekele,45,1,84,8,7.5,0,1,0,0,38,0,198
Bangladesh,Pakistan,Lahore,27,1,90,8,5.4,0,1,0,0,27,0,136
England,India,London,46,0,80,9,6.9,1,0,0,0,43,0,153
New Zealand,Sri Lanka,Pallekele,105,0,41,8,7.9746835443038,0,1,0,0,46,0,174
New Zealand,Pakistan,Napier,45,1,89,9,8.70967741935484,1,0,0,0,45,0,173
South Africa,Australia,Brisbane,57,0,62,7,5.89655172413793,0,1,0,0,24,0,157
Sri Lanka,Bangladesh,Colombo,98,0,31,5,6.60674157303371,0,0,1,0,46,0,159
Sri Lanka,Pakistan,Lahore,89,0,43,6,6.93506493506494,0,0,1,0,31,0,147
Pakistan,Australia,St Lucia,85,0,59,9,8.36065573770492,1,0,0,0,51,0,191
South Africa,Pakistan,Colombo,37,0,69,7,4.35294117647059,0,1,0,0,22,0,133
Bangladesh,Pakistan,Cape Town,40,1,89,9,7.74193548387097,1,0,0,0,30,0,140
Sri Lanka,Pakistan,Colombo,46,0,71,10,5.63265306122449,1,0,0,0,31,0,139
South Africa,England,Mumbai,192,0,13,6,10.7663551401869,0,0,1,0,51,1,229
Pakistan,New Zealand,Auckland,78,0,40,5,5.85,0,0,1,0,39,0,153
Pakistan,New Zealand,Dubai,66,0,70,8,7.92,0,1,0,0,41,0,153
England,India,Bristol,119,0,51,8,10.3478260869565,0,1,0,0,43,0,198
West Indies,Pakistan,Dubai,58,0,37,2,4.19277108433735,0,0,0,1,16,0,115
Sri Lanka,India,Colombo,114,0,46,6,9.24324324324324,0,0,1,0,47,0,152
West Indies,India,Barbados,151,0,13,8,8.46728971962617,0,1,0,0,56,1,169
Bangladesh,India,Mirpur,35,0,77,7,4.88372093023256,0,1,0,0,20,0,138
Sri Lanka,West Indies,Bangalore,47,0,71,6,5.75510204081633,0,0,1,0,26,0,122
Australia,West Indies,Hobart,129,0,26,4,8.23404255319149,0,0,0,1,28,1,179
England,South Africa,Johannesburg,73,0,61,7,7.42372881355932,0,1,0,0,36,0,171
Australia,India,Sydney,46,1,87,9,8.36363636363636,1,0,0,0,38,0,186
South Africa,Australia,Sydney,117,0,28,7,7.6304347826087,0,1,0,0,29,1,145
New Zealand,South Africa,Hamilton,144,0,20,7,8.64,0,1,0,0,47,1,173
West Indies,Bangladesh,Dhaka,90,0,82,9,14.2105263157895,1,0,0,0,76,0,190
West Indies,England,Chester-le-Street,143,0,22,3,8.75510204081633,0,0,0,1,23,1,176
Pakistan,England,Cardiff,51,0,72,8,6.375,0,1,0,0,30,0,126
New Zealand,England,Wellington,121,0,39,9,8.96296296296296,1,0,0,0,51,0,196
Australia,West Indies,Mirpur,93,0,57,6,8.85714285714286,0,0,1,0,52,0,178
Pakistan,India,Mirpur,58,0,43,3,4.51948051948052,0,0,0,1,16,0,83
West Indies,Australia,Barbados,153,0,16,4,8.82692307692308,0,0,0,1,33,1,160
New Zealand,India,Rajkot,149,0,27,8,9.61290322580645,0,1,0,0,51,1,196
Bangladesh,West Indies,St Kitts,46,0,78,6,6.57142857142857,0,0,1,0,34,0,118
South Africa,Pakistan,Johannesburg,110,0,27,7,7.09677419354839,0,1,0,0,25,1,153
India,England,Nagpur,59,0,64,8,6.32142857142857,0,1,0,0,24,0,144
New Zealand,England,Wellington,87,0,44,7,6.86842105263158,0,1,0,0,40,0,139
West Indies,Australia,St Lucia,80,0,41,3,6.07594936708861,0,0,0,1,24,0,105
South Africa,India,Nottingham,59,0,69,8,6.94117647058824,0,1,0,0,24,0,130
South Africa,New Zealand,Auckland,41,1,91,9,8.48275862068966,1,0,0,0,41,0,185
New Zealand,Sri Lanka,Lauderhill,94,0,24,5,5.875,0,0,1,0,36,1,120
New Zealand,England,St Lucia,142,0,7,4,7.53982300884956,0,0,0,1,41,1,149
West Indies,Bangladesh,Johannesburg,128,0,17,6,7.45631067961165,0,0,1,0,39,1,164
Sri Lanka,Pakistan,Abu Dhabi,92,0,59,7,9.04918032786885,0,1,0,0,31,0,141
West Indies,Sri Lanka,Colombo,18,0,78,8,2.57142857142857,0,1,0,0,17,0,137
Sri Lanka,India,Colombo,80,0,68,8,9.23076923076923,0,1,0,0,44,0,152
England,Australia,Melbourne,64,0,62,7,6.62068965517241,0,1,0,0,30,0,137
England,Australia,Hobart,52,1,87,9,9.45454545454546,1,0,0,0,45,0,155
Australia,Sri Lanka,Adelaide,81,0,66,9,9,1,0,0,0,42,0,187
Australia,West Indies,Mirpur,162,0,8,3,8.67857142857143,0,0,0,1,49,1,178
South Africa,Sri Lanka,Cape Town,55,0,78,9,7.85714285714286,1,0,0,0,33,0,169
Afghanistan,India,St Lucia,97,0,19,6,5.76237623762376,0,0,1,0,39,1,115
South Africa,Pakistan,Johannesburg,105,0,37,7,7.59036144578313,0,1,0,0,28,0,153
South Africa,England,Cape Town,57,0,75,9,7.6,1,0,0,0,40,0,191
Sri Lanka,South Africa,Chittagong,82,0,63,8,8.63157894736842,0,1,0,0,39,0,165
Sri Lanka,India,Colombo,76,0,64,9,8.14285714285714,1,0,0,0,32,0,171
West Indies,England,London,107,0,46,8,8.67567567567568,0,1,0,0,51,0,169
West Indies,Bangladesh,Dhaka,188,0,10,2,10.2545454545455,0,0,0,1,29,1,190
Bangladesh,West Indies,Lauderhill,102,0,55,7,9.41538461538462,0,1,0,0,31,0,184
Australia,South Africa,Johannesburg,99,0,59,8,9.73770491803279,0,1,0,0,29,0,196
Pakistan,New Zealand,Hamilton,127,0,24,7,7.9375,0,1,0,0,55,1,168
New Zealand,Pakistan,Barbados,105,0,17,4,6.11650485436893,0,0,0,1,29,1,133
New Zealand,India,Rajkot,168,0,20,8,10.08,0,1,0,0,61,1,196
Pakistan,Sri Lanka,Hambantota,54,0,47,6,4.43835616438356,0,0,1,0,29,0,122
South Africa,Australia,Melbourne,69,0,33,6,4.75862068965517,0,0,1,0,19,0,101
Sri Lanka,England,Pallekele,93,0,45,7,7.44,0,1,0,0,37,0,169
South Africa,England,Cape Town,154,0,11,7,8.47706422018349,0,1,0,0,63,1,191
India,Pakistan,Johannesburg,103,0,39,7,7.62962962962963,0,1,0,0,46,0,157
Pakistan,Australia,Perth,88,0,32,4,6,0,0,0,1,31,0,106
New Zealand,England,Delhi,111,0,35,7,7.83529411764706,0,1,0,0,28,0,153
Pakistan,Australia,Birmingham,126,0,32,5,8.59090909090909,0,0,1,0,59,0,167
India,England,Mumbai,109,0,34,5,7.6046511627907,0,0,1,0,31,0,177
West Indies,Bangladesh,Johannesburg,53,0,72,9,6.625,1,0,0,0,34,0,164
South Africa,New Zealand,Barbados,125,0,23,7,7.7319587628866,0,1,0,0,54,1,170
South Africa,Bangladesh,Mirpur,41,1,90,10,8.2,1,0,0,0,40,0,169
Australia,England,Adelaide,138,0,14,6,7.81132075471698,0,0,1,0,39,1,157
South Africa,Australia,Johannesburg,129,0,34,9,9,1,0,0,0,48,0,201
England,Pakistan,Dubai,21,1,91,7,4.3448275862069,0,1,0,0,21,0,160
Bangladesh,West Indies,St Kitts,92,0,24,2,5.75,0,0,0,1,22,1,118
Australia,Pakistan,Dubai,85,0,11,2,4.67889908256881,0,0,0,1,23,1,89
West Indies,Afghanistan,St Kitts,52,1,87,9,9.45454545454546,1,0,0,0,46,0,112
New Zealand,Sri Lanka,Lauderhill,15,1,88,5,2.8125,0,0,1,0,13,0,81
Australia,England,Southampton,215,0,20,8,12.9,0,1,0,0,82,1,248
West Indies,Australia,Sydney,78,0,45,4,6.24,0,0,0,1,32,0,138
Pakistan,India,Colombo,56,0,66,6,6.22222222222222,0,0,1,0,23,0,128
New Zealand,England,Durban,150,0,8,2,8.03571428571429,0,0,0,1,52,1,164
New Zealand,Pakistan,Wellington,110,0,46,6,8.91891891891892,0,0,1,0,47,0,196
Australia,South Africa,Brisbane,47,1,85,10,8.05714285714286,1,0,0,0,46,0,209
Bangladesh,Sri Lanka,Chittagong,120,0,3,2,6.15384615384615,0,0,0,1,41,1,120
Bangladesh,Sri Lanka,Mirpur,147,0,0,3,7.28925619834711,0,0,0,1,47,1,147
Australia,England,Adelaide,143,0,7,6,7.5929203539823,0,0,1,0,38,1,157
Bangladesh,Pakistan,Cape Town,136,0,13,3,7.62616822429907,0,0,0,1,31,1,140
Australia,England,Melbourne,57,1,84,9,9.5,1,0,0,0,55,0,147
New Zealand,India,Auckland,50,0,73,6,6.38297872340426,0,0,1,0,33,0,158
Pakistan,England,Cardiff,49,1,84,9,8.16666666666667,1,0,0,0,37,0,126
Sri Lanka,England,St Lucia,92,0,23,6,5.69072164948454,0,0,1,0,28,1,128
New Zealand,Pakistan,Napier,90,0,48,7,7.5,0,1,0,0,33,0,173
Sri Lanka,West Indies,Bangalore,96,0,16,4,5.53846153846154,0,0,0,1,31,1,122
West Indies,New Zealand,Auckland,65,0,48,6,5.41666666666667,0,0,1,0,39,0,126
New Zealand,Pakistan,Dubai,116,0,20,5,6.96,0,0,1,0,39,1,144
West Indies,England,Barbados,63,0,78,9,9,1,0,0,0,39,0,170
Bangladesh,Sri Lanka,Chittagong,56,0,63,5,5.89473684210526,0,0,1,0,18,0,120
New Zealand,England,Wellington,128,0,8,5,6.85714285714286,0,0,1,0,36,1,139
Sri Lanka,England,London,74,0,69,8,8.70588235294118,0,1,0,0,49,0,183
Australia,India,Sydney,53,0,77,10,7.3953488372093,1,0,0,0,33,0,164
Sri Lanka,India,Nagpur,215,0,0,5,10.75,0,0,1,0,73,1,215
Sri Lanka,Pakistan,London,129,0,21,6,7.81818181818182,0,0,1,0,38,1,150
South Africa,Australia,Brisbane,38,0,81,9,5.84615384615385,1,0,0,0,33,0,157
Australia,India,Mumbai,121,0,22,6,7.40816326530612,0,0,1,0,32,1,166
Pakistan,Sri Lanka,Lahore,87,0,52,9,7.67647058823529,1,0,0,0,38,0,180
West Indies,England,London,154,0,14,5,8.71698113207547,0,0,1,0,46,1,169
West Indies,England,Chester-le-Street,167,0,4,1,8.63793103448276,0,0,0,1,30,1,176
Sri Lanka,India,Colombo,67,0,74,8,8.73913043478261,0,1,0,0,35,0,152
New Zealand,England,Wellington,89,0,42,7,6.84615384615385,0,1,0,0,39,0,139
India,Sri Lanka,Pune,39,1,86,7,6.88235294117647,0,1,0,0,34,0,101
England,South Africa,Chester-le-Street,87,0,20,3,5.22,0,0,0,1,14,1,118
England,India,London,103,0,28,7,6.71739130434783,0,1,0,0,29,1,153
Sri Lanka,South Africa,Cape Town,129,0,2,3,6.55932203389831,0,0,0,1,34,1,134
New Zealand,Sri Lanka,Pallekele,150,0,17,7,8.7378640776699,0,1,0,0,51,1,174
Bangladesh,Sri Lanka,Colombo,132,0,35,7,9.31764705882353,0,1,0,0,41,0,176
South Africa,England,Cape Town,63,0,78,9,9,1,0,0,0,54,0,179
South Africa,England,Centurion,215,0,14,5,12.1698113207547,0,0,1,0,47,1,241
Pakistan,England,Manchester,58,0,78,10,8.28571428571429,1,0,0,0,39,0,195
South Africa,Sri Lanka,Johannesburg,56,0,69,9,6.58823529411765,1,0,0,0,40,0,198
Pakistan,Australia,Colombo,68,0,57,8,6.47619047619048,0,1,0,0,39,0,149
Pakistan,India,Kolkata,35,0,77,10,4.88372093023256,1,0,0,0,28,0,118
England,New Zealand,Napier,233,0,5,8,12.1565217391304,0,1,0,0,81,1,241
Sri Lanka,Australia,Melbourne,126,0,14,6,7.13207547169811,0,0,1,0,46,1,161
New Zealand,Pakistan,Hamilton,54,0,79,9,7.90243902439024,1,0,0,0,42,0,185
South Africa,Sri Lanka,Colombo,48,1,84,7,8,0,1,0,0,35,0,98
New Zealand,Sri Lanka,Lauderhill,94,0,23,5,5.81443298969072,0,0,1,0,35,1,120
South Africa,Sri Lanka,Colombo,60,0,41,6,4.55696202531646,0,0,1,0,21,0,115
Pakistan,Bangladesh,St Lucia,139,0,29,10,9.16483516483516,1,0,0,0,53,1,172
Sri Lanka,Australia,Colombo,98,0,25,3,6.18947368421053,0,0,0,1,30,1,128
Pakistan,Australia,Perth,106,0,0,2,5.3,0,0,0,1,16,1,106
New Zealand,West Indies,Mount Maunganui,191,0,24,8,11.9375,0,1,0,0,57,1,243
West Indies,New Zealand,Pallekele,96,0,47,6,7.89041095890411,0,0,1,0,32,0,139
India,Sri Lanka,Pune,156,0,19,6,9.26732673267327,0,0,1,0,45,1,201
New Zealand,England,Durban,158,0,3,2,8.1025641025641,0,0,0,1,46,1,164
Australia,Pakistan,Dubai,76,0,70,10,9.12,1,0,0,0,51,0,168
England,Pakistan,Dubai,87,0,56,6,8.15625,0,0,1,0,45,0,150
New Zealand,Pakistan,Barbados,40,1,85,9,6.85714285714286,1,0,0,0,31,0,133
West Indies,Australia,Colombo,72,0,62,8,7.44827586206897,0,1,0,0,46,0,205
New Zealand,England,St Lucia,93,0,41,7,7.06329113924051,0,1,0,0,42,0,149
Afghanistan,Bangladesh,Dhaka,94,0,35,6,6.63529411764706,0,0,1,0,42,0,164
Australia,Sri Lanka,Adelaide,55,1,86,10,9.70588235294118,1,0,0,0,47,0,233
Australia,India,Sydney,146,0,22,8,8.93877551020408,0,1,0,0,46,1,186
Afghanistan,Bangladesh,Dhaka,95,0,34,6,6.62790697674419,0,0,1,0,39,0,164
Bangladesh,Sri Lanka,Mirpur,141,0,3,4,7.23076923076923,0,0,0,1,48,1,147
Bangladesh,Sri Lanka,Colombo,77,0,59,6,7.57377049180328,0,0,1,0,20,0,155
England,Sri Lanka,Delhi,47,0,76,9,6.40909090909091,1,0,0,0,41,0,171
South Africa,Australia,Johannesburg,47,1,89,9,9.09677419354839,1,0,0,0,41,0,204
New Zealand,India,Auckland,95,0,29,6,6.26373626373626,0,0,1,0,21,1,132
Sri Lanka,England,Southampton,77,0,69,8,9.05882352941176,0,1,0,0,46,0,163
Pakistan,England,Manchester,112,0,45,9,8.96,1,0,0,0,48,0,195
New Zealand,West Indies,Mount Maunganui,218,0,9,7,11.7837837837838,0,1,0,0,54,1,243
West Indies,Pakistan,Trinidad,60,0,51,7,5.21739130434783,0,1,0,0,12,0,124
South Africa,Bangladesh,Mirpur,108,0,24,6,6.75,0,0,1,0,31,1,148
New Zealand,India,Auckland,149,0,8,5,7.98214285714286,0,0,1,0,35,1,158
Australia,Pakistan,Harare,101,0,55,9,9.32307692307692,1,0,0,0,47,0,183
Afghanistan,West Indies,St Kitts,103,0,27,6,6.64516129032258,0,0,1,0,40,1,146
New Zealand,Bangladesh,Mirpur,115,0,47,8,9.45205479452055,0,1,0,0,42,0,204
England,Australia,Southampton,111,0,37,5,8.02409638554217,0,0,1,0,35,0,179
Pakistan,Sri Lanka,Lahore,37,1,90,10,7.4,1,0,0,0,33,0,180
West Indies,Australia,St Lucia,70,0,50,5,6,0,0,1,0,25,0,105
New Zealand,India,Nagpur,109,0,8,4,5.83928571428571,0,0,0,1,31,1,126
New Zealand,Australia,Auckland,243,0,0,4,11.9508196721311,0,0,0,1,41,1,243
South Africa,West Indies,Durban,111,0,44,9,8.76315789473684,1,0,0,0,25,0,195
Australia,South Africa,Brisbane,162,0,22,8,9.91836734693878,0,1,0,0,59,1,209
Australia,South Africa,Cape Town,82,0,80,10,12.3,1,0,0,0,67,0,193
New Zealand,Sri Lanka,Pallekele,41,1,85,10,7.02857142857143,1,0,0,0,39,0,174
Sri Lanka,New Zealand,Nottingham,54,0,78,8,7.71428571428571,0,1,0,0,39,0,158
Australia,Pakistan,Harare,176,0,5,3,9.18260869565217,0,0,0,1,51,1,183
Pakistan,Australia,Birmingham,157,0,5,3,8.19130434782609,0,0,0,1,37,1,167
South Africa,India,Nottingham,98,0,33,8,6.75862068965517,0,1,0,0,36,0,130
England,Australia,Birmingham,214,0,3,6,10.974358974359,0,0,1,0,56,1,221
West Indies,India,Lauderhill,100,0,39,4,7.40740740740741,0,0,0,1,29,0,143
New Zealand,India,Nagpur,68,0,46,6,5.51351351351351,0,0,1,0,28,0,126
Pakistan,Australia,Perth,30,1,85,7,5.14285714285714,0,1,0,0,26,0,106
England,West Indies,Barbados,102,0,51,9,8.8695652173913,1,0,0,0,30,0,165
New Zealand,Pakistan,Barbados,99,0,30,5,6.6,0,0,1,0,38,0,133
Pakistan,New Zealand,Auckland,86,0,66,10,9.55555555555556,1,0,0,0,56,0,201
Sri Lanka,India,Colombo,161,0,4,3,8.32758620689655,0,0,0,1,46,1,170
West Indies,Sri Lanka,Colombo,158,0,3,4,8.1025641025641,0,0,0,1,33,1,162
New Zealand,Sri Lanka,Pallekele,28,0,63,4,2.94736842105263,0,0,0,1,16,0,74
South Africa,West Indies,Johannesburg,173,0,30,6,11.5333333333333,0,0,1,0,47,0,231
Pakistan,India,Kolkata,52,0,58,8,5.03225806451613,0,1,0,0,26,0,118
Australia,South Africa,Johannesburg,134,0,15,4,7.65714285714286,0,0,0,1,52,1,166
New Zealand,Australia,Auckland,225,0,6,4,11.8421052631579,0,0,0,1,48,1,243
South Africa,Pakistan,Johannesburg,95,0,45,7,7.6,0,1,0,0,24,0,153
South Africa,Sri Lanka,Colombo,66,0,34,6,4.6046511627907,0,0,1,0,21,0,115
West Indies,Bangladesh,Johannesburg,100,0,31,8,6.74157303370787,0,1,0,0,32,0,164
West Indies,New Zealand,Auckland,96,0,59,5,9.44262295081967,0,0,1,0,37,0,180
South Africa,Sri Lanka,Cape Town,118,0,30,7,7.86666666666667,0,1,0,0,39,0,169
Pakistan,South Africa,Dubai,53,0,45,5,4.24,0,0,1,0,24,0,98
Pakistan,Australia,St Lucia,63,0,72,10,7.875,1,0,0,0,49,0,191
New Zealand,Sri Lanka,Pallekele,136,0,6,5,7.15789473684211,0,0,1,0,44,1,142
Australia,New Zealand,Perth,163,0,13,6,9.14018691588785,0,0,1,0,59,1,186
England,South Africa,Johannesburg,37,1,92,8,7.92857142857143,0,1,0,0,37,0,202
Afghanistan,Sri Lanka,Kolkata,33,1,88,9,6.1875,1,0,0,0,31,0,153
New Zealand,Australia,Auckland,140,0,5,2,7.30434782608696,0,0,0,1,27,1,150
Bangladesh,India,Rajkot,114,0,29,6,7.51648351648352,0,0,1,0,30,1,153
England,Pakistan,Dubai,106,0,28,9,6.91304347826087,1,0,0,0,38,1,148
Australia,South Africa,Cape Town,115,0,59,10,11.3114754098361,1,0,0,0,43,0,193
New Zealand,Pakistan,Chandigarh,99,0,50,8,8.48571428571429,0,1,0,0,40,0,180
Pakistan,South Africa,Abu Dhabi,29,1,88,7,5.4375,0,1,0,0,29,0,120
South Africa,New Zealand,Auckland,149,0,9,3,8.05405405405405,0,0,0,1,22,1,165
West Indies,Bangladesh,Johannesburg,95,0,38,8,6.95121951219512,0,1,0,0,36,0,164
India,Pakistan,Durban,28,1,88,7,5.25,0,1,0,0,28,0,141
Sri Lanka,India,Mumbai,126,0,3,3,6.46153846153846,0,0,0,1,32,1,135
Pakistan,West Indies,Trinidad,49,0,59,7,4.81967213114754,0,1,0,0,22,0,132
Australia,South Africa,Cape Town,63,1,89,10,12.1935483870968,1,0,0,0,61,0,193
Pakistan,Bangladesh,Kolkata,175,0,14,7,9.90566037735849,0,1,0,0,59,1,201
New Zealand,England,Durban,115,0,29,5,7.58241758241758,0,0,1,0,53,1,164
Bangladesh,Sri Lanka,Mirpur,62,0,54,7,5.63636363636364,0,1,0,0,21,0,147
New Zealand,Sri Lanka,Pallekele,86,0,56,9,8.0625,1,0,0,0,45,0,174
England,Pakistan,London,76,0,76,8,10.3636363636364,0,1,0,0,63,0,185
New Zealand,India,Hamilton,193,0,11,7,10.6238532110092,0,1,0,0,57,1,212
Pakistan,South Africa,Centurion,171,0,18,5,10.0588235294118,0,0,1,0,41,1,195
Sri Lanka,England,St Lucia,106,0,13,5,5.94392523364486,0,0,1,0,31,1,128
West Indies,India,Mirpur,108,0,6,5,5.68421052631579,0,0,1,0,34,1,129
India,Australia,Mirpur,46,0,83,9,7.45945945945946,1,0,0,0,37,0,159
India,Australia,Durban,88,0,47,8,7.23287671232877,0,1,0,0,48,0,188
Pakistan,New Zealand,Auckland,99,0,38,7,7.24390243902439,0,1,0,0,39,0,171
Pakistan,New Zealand,Wellington,46,0,51,4,4,0,0,0,1,15,0,105
New Zealand,Sri Lanka,Wellington,132,0,30,6,8.8,0,0,1,0,31,0,162
West Indies,New Zealand,Pallekele,91,0,51,6,7.91304347826087,0,0,1,0,29,0,139
New Zealand,West Indies,Auckland,66,0,66,7,7.33333333333333,0,1,0,0,27,0,189
Australia,England,Sydney,149,0,43,7,11.6103896103896,0,1,0,0,56,0,221
Pakistan,South Africa,Abu Dhabi,54,0,56,5,5.0625,0,0,1,0,23,0,120
Bangladesh,West Indies,St Kitts,96,0,20,2,5.76,0,0,0,1,24,1,118
New Zealand,Pakistan,London,36,1,90,8,7.2,0,1,0,0,36,0,99
Sri Lanka,England,Southampton,83,0,54,5,7.54545454545455,0,0,1,0,32,0,140
South Africa,India,Johannesburg,64,0,79,9,9.36585365853659,1,0,0,0,37,0,219
West Indies,England,London,77,0,74,9,10.0434782608696,1,0,0,0,47,0,208
South Africa,India,Nottingham,47,0,83,9,7.62162162162162,1,0,0,0,39,0,130
India,Sri Lanka,Pune,78,0,70,10,9.36,1,0,0,0,46,0,201
India,England,Mumbai,35,1,90,9,7,1,0,0,0,34,0,177
England,West Indies,Mumbai,152,0,12,6,8.44444444444444,0,0,1,0,49,1,182
Pakistan,England,Dubai,73,0,42,6,5.61538461538462,0,0,1,0,35,0,129
Sri Lanka,Pakistan,London,75,0,76,10,10.2272727272727,1,0,0,0,45,0,150
West Indies,Sri Lanka,Colombo,73,0,36,7,5.21428571428571,0,1,0,0,44,0,137
West Indies,Sri Lanka,Pallekele,90,0,27,7,5.80645161290323,0,1,0,0,35,1,129
India,England,Kolkata,91,0,17,2,5.30097087378641,0,0,0,1,17,1,120
Pakistan,Australia,Birmingham,47,0,73,6,6,0,0,1,0,24,0,167
England,New Zealand,Hamilton,170,0,11,5,9.35779816513761,0,0,1,0,49,1,194
Australia,Pakistan,Dubai,48,0,78,10,6.85714285714286,1,0,0,0,38,0,168
Bangladesh,Pakistan,Lahore,136,0,0,4,6.8,0,0,0,1,44,1,136
West Indies,New Zealand,Lauderhill,35,1,90,9,7,1,0,0,0,35,0,177
New Zealand,India,Hamilton,175,0,22,7,10.7142857142857,0,1,0,0,61,1,212
Bangladesh,India,Mirpur,93,0,26,5,5.93617021276596,0,0,1,0,30,1,138
West Indies,Australia,Brisbane,64,0,71,9,7.83673469387755,1,0,0,0,41,0,191
New Zealand,Pakistan,Hamilton,156,0,16,6,9,0,0,1,0,62,1,185
New Zealand,South Africa,Johannesburg,34,1,91,9,7.03448275862069,1,0,0,0,34,0,129
South Africa,Sri Lanka,Johannesburg,108,0,43,9,8.41558441558442,1,0,0,0,58,0,198
England,South Africa,Chester-le-Street,60,0,64,7,6.42857142857143,0,1,0,0,32,0,118
South Africa,Australia,Colombo,126,0,6,5,6.63157894736842,0,0,1,0,39,1,146
England,Sri Lanka,Bristol,116,0,22,5,7.10204081632653,0,0,1,0,21,1,136
Australia,Sri Lanka,Adelaide,199,0,16,9,11.4807692307692,1,0,0,0,60,1,233
India,Sri Lanka,Colombo,155,0,10,6,8.45454545454546,0,0,1,0,49,1,174
New Zealand,Pakistan,Barbados,100,0,29,5,6.59340659340659,0,0,1,0,38,1,133
South Africa,Australia,Centurion,109,0,26,6,6.95744680851064,0,0,1,0,38,1,156
Sri Lanka,Pakistan,Dubai,45,1,92,10,9.64285714285714,1,0,0,0,45,0,211
Pakistan,New Zealand,Mount Maunganui,127,0,23,6,7.85567010309278,0,0,1,0,43,1,181
England,India,Manchester,53,1,88,9,9.9375,1,0,0,0,51,0,159
Bangladesh,India,Colombo,96,0,35,6,6.77647058823529,0,0,1,0,27,0,139
Sri Lanka,South Africa,Delhi,110,0,14,2,6.22641509433962,0,0,0,1,25,1,120
West Indies,Bangladesh,Mirpur,116,0,30,8,7.73333333333333,0,1,0,0,42,0,171
England,West Indies,London,104,0,43,7,8.1038961038961,0,1,0,0,36,0,161
West Indies,New Zealand,Pallekele,66,0,71,7,8.08163265306122,0,1,0,0,30,0,139
India,South Africa,Centurion,116,0,36,6,8.28571428571429,0,0,1,0,50,0,188
West Indies,Bangladesh,Dhaka,123,0,60,6,12.3,0,0,1,0,47,0,190
New Zealand,Pakistan,Hamilton,94,0,47,7,7.72602739726027,0,1,0,0,40,0,185
Australia,Pakistan,St Lucia,123,0,37,8,8.89156626506024,0,1,0,0,53,0,191
Sri Lanka,New Zealand,Nottingham,88,0,48,7,7.33333333333333,0,1,0,0,31,0,158
New Zealand,England,Durban,98,0,37,5,7.08433734939759,0,0,1,0,59,0,164
Pakistan,Bangladesh,Mirpur,148,0,22,7,9.06122448979592,0,1,0,0,63,1,190
South Africa,India,Johannesburg,80,0,64,9,8.57142857142857,1,0,0,0,39,0,219
Pakistan,Australia,Sydney,87,0,45,7,6.96,0,1,0,0,39,0,107
New Zealand,Pakistan,Barbados,35,1,94,9,8.07692307692308,1,0,0,0,35,0,133
West Indies,Pakistan,Barbados,42,0,64,5,4.5,0,0,1,0,16,0,111
Sri Lanka,India,Chandigarh,47,1,94,9,10.8461538461538,1,0,0,0,47,0,206
England,Pakistan,Bristol,41,0,79,7,6,0,1,0,0,32,0,144
England,Pakistan,Dubai,49,0,81,8,7.53846153846154,0,1,0,0,37,0,150
New Zealand,England,Wellington,42,1,91,9,8.68965517241379,1,0,0,0,42,0,176
Australia,South Africa,Adelaide,141,0,3,5,7.23076923076923,0,0,1,0,39,1,144
Australia,New Zealand,Sydney,91,0,40,7,6.825,0,1,0,0,32,0,150
South Africa,Afghanistan,Mumbai,125,0,33,7,8.62068965517241,0,1,0,0,35,0,209
England,New Zealand,Napier,61,0,71,8,7.46938775510204,0,1,0,0,45,0,241
England,South Africa,Cape Town,54,0,73,7,6.8936170212766,0,1,0,0,19,0,134
